latest.student.size,tuition_in_state,latest.cost.tuition.out_of_state,median_debt,latest.aid.median_debt.noncompleters,latest.repayment.3_yr_repayment.overall,earnings_10yr,earnings_6yr,completion_rate,latest.academics.program_percentage.business_marketing,latest.academics.program_percentage.computer,latest.academics.program_percentage.health,latest.academics.program_percentage.social_science,latest.academics.program_percentage.humanities,school_name,state,school.school_url,school.institutional_characteristics.level,debt_to_earnings_ratio
8496,13326.0,36756.0,25000.0,8750.0,4119.0,48653.0,43124.0,0.5494,0.1411,0.0256,0.0522,0.06,0.0267,University of Maine,ME,www.umaine.edu/,1,0.5797235877933401
8494,13334.0,13334.0,21543.0,10500.0,7890.0,53390.0,43087.0,0.6241,0.0836,0.0365,0.1255,0.054,0.0349,Southern Illinois University-Carbondale,IL,https://siu.edu/,1,0.4999883955717502
8385,8246.0,20846.0,13540.0,9000.0,3013.0,63188.0,47793.0,0.5345,0.1682,0.0284,0.0863,0.0944,0.1163,California State University-Stanislaus,CA,https://www.csustan.edu/,1,0.2833050865189463
8372,15623.0,49823.0,16144.0,6750.0,1423.0,64368.0,48475.0,0.6872,0.1085,0.0,0.057,0.0987,0.0,University of California-Merced,CA,ucmerced.edu/,1,0.3330376482723053
8312,10125.0,16866.0,22135.0,11000.0,1950.0,52279.0,44903.0,0.6382,0.1898,0.0461,0.1638,0.0248,0.0018,Louisiana Tech University,LA,https://www.latech.edu/,1,0.49295147317551163
8246,11088.0,21912.0,23000.0,7500.0,6141.0,50220.0,42105.0,0.5224,0.2252,0.0744,0.1913,0.0283,0.0476,Northern Kentucky University,KY,www.nku.edu/,1,0.546253414083838
8179,41228.0,41228.0,26063.0,11000.0,2786.0,61504.0,52336.0,0.6188,0.1534,0.0147,0.1802,0.021,0.0179,California Baptist University,CA,www.calbaptist.edu/,1,0.497993732803424
8150,8905.0,18745.0,21250.0,8750.0,5029.0,49652.0,47077.0,0.3732,0.1641,0.0221,0.1321,0.0258,0.008,Lamar University,TX,www.lamar.edu/,1,0.45138815132655014
8143,9927.0,25124.0,22000.0,8250.0,4837.0,45823.0,39223.0,0.4061,0.1478,0.0246,0.2204,0.0152,0.0567,Colorado Mesa University,CO,www.coloradomesa.edu/,1,0.5608953930092038
8106,14778.0,14778.0,21000.0,9373.0,7461.0,54735.0,47339.0,0.4687,0.1737,0.0306,0.1635,0.0026,0.0366,Ferris State University,MI,www.ferris.edu/,1,0.4436088637275819
8034,9748.0,20794.0,23000.0,8750.0,4049.0,51865.0,42933.0,0.4015,0.2279,0.027,0.1571,0.0103,0.0,Texas A & M University-Corpus Christi,TX,https://www.tamucc.edu/,1,0.535718445018983
7961,11113.0,11473.0,24000.0,9250.0,7316.0,41544.0,37590.0,0.5048,0.1847,0.0399,0.1339,0.035,0.1027,Youngstown State University,OH,https://ysu.edu/,1,0.6384676775738228
7944,7768.0,24178.0,18000.0,6586.0,3586.0,56880.0,48360.0,0.5884,0.1688,0.0196,0.1015,0.0553,0.0221,University of Wyoming,WY,https://www.uwyo.edu/,1,0.37220843672456577
7906,12630.0,12630.0,20000.0,11000.0,4003.0,53844.0,49635.0,0.1982,0.2483,0.2425,0.1524,0.0711,0.0578,Wilmington University,DE,www.wilmu.edu/,1,0.4029414727510829
7877,15356.0,15356.0,25000.0,9500.0,31926.0,63435.0,55620.0,0.3415,0.2862,0.1628,0.0473,0.0742,0.0338,Pennsylvania State University-World Campus,PA,https://www.worldcampus.psu.edu/,1,0.4494786048184106
7868,7750.0,7750.0,13448.0,6750.0,4526.0,26223.0,23727.0,0.314,0.1282,0.0223,0.164,0.0,0.0024,Universidad Ana G. Mendez-Gurabo Campus,PR,uagm.edu/,1,0.5667804610780967
7860,44249.0,44249.0,23666.0,8424.0,4424.0,84131.0,65391.0,0.6655,0.0502,0.0209,0.0,0.0,0.0,Embry-Riddle Aeronautical University-Daytona Beach,FL,daytonabeach.erau.edu/,1,0.3619152482757566
7857,65790.0,65790.0,17500.0,8750.0,1048.0,86182.0,78073.0,0.9426,0.1105,0.1144,0.0058,0.1168,0.0005,Washington University in St Louis,MO,https://washu.edu/,1,0.22414919370332895
7833,9417.0,27526.0,19500.0,9303.0,5271.0,61580.0,49398.0,0.5361,0.183,0.0917,0.0166,0.0747,0.0031,Central Washington University,WA,www.cwu.edu/,1,0.3947528240009717
7829,11808.0,17948.0,24286.0,10760.0,4403.0,57466.0,46673.0,0.5341,0.1476,0.0259,0.0852,0.05,0.0,Bridgewater State University,MA,www.bridgew.edu/,1,0.5203436676451053
7822,13050.0,16550.0,22300.0,10804.0,4213.0,58562.0,49016.0,0.4844,0.2265,0.0978,0.0446,0.111,0.0394,Central Connecticut State University,CT,www.ccsu.edu/,1,0.45495348457646484
7767,68678.0,68678.0,20500.0,10000.0,2103.0,63268.0,50220.0,0.8614,0.2987,0.0074,0.0821,0.1459,0.0025,Tulane University of Louisiana,LA,https://tulane.edu/,1,0.40820390282755875
7762,10523.0,18023.0,20346.0,8315.0,3510.0,45938.0,36670.0,0.5353,0.1902,0.0456,0.1707,0.0476,0.0456,University of Central Arkansas,AR,www.uca.edu/,1,0.5548404690482683
7747,9084.0,28320.0,21982.0,8751.0,4285.0,54670.0,42602.0,0.5728,0.1306,0.0278,0.0205,0.0803,0.1668,University of Idaho,ID,www.uidaho.edu/,1,0.515985165015727
7709,17250.0,36762.0,21500.0,10500.0,16360.0,74479.0,61263.0,0.6375,0.4085,0.0548,0.0,0.0511,0.0,Rutgers University-Newark,NJ,https://www.newark.rutgers.edu/,1,0.35094592168192873
7682,49140.0,49140.0,23250.0,8750.0,2486.0,75537.0,62477.0,0.8018,0.2621,0.023,0.1165,0.0271,0.0031,University of Dayton,OH,https://udayton.edu/,1,0.3721369463962738
7665,53290.0,53290.0,23250.0,8750.0,3587.0,70378.0,52767.0,0.6003,0.1957,0.0629,0.158,0.0611,0.0141,Pace University,NY,www.pace.edu/,1,0.44061629427483084
7660,51170.0,51170.0,23940.0,6639.0,2561.0,78257.0,65241.0,0.8321,0.2095,0.0307,0.1105,0.0856,0.0,Marquette University,WI,www.marquette.edu/,1,0.36694716512622433
7601,61676.0,61676.0,14000.0,11118.0,420.0,101817.0,99572.0,0.9758,0.0207,0.1011,0.0,0.295,0.0109,Harvard University,MA,www.harvard.edu/,1,0.14060177559956613
7585,7648.0,17558.0,18730.0,9500.0,6056.0,54080.0,50167.0,0.4123,0.3252,0.0,0.0726,0.0129,0.0412,Empire State University,NY,www.sunyempire.edu/,1,0.3733530009767377
7583,8610.0,27720.0,20039.0,8250.0,6114.0,45608.0,41377.0,0.3939,0.0909,0.0185,0.2629,0.0431,0.1428,Idaho State University,ID,www.isu.edu/,1,0.48430287357710805
7582,5785.0,17725.0,23548.0,11000.0,5672.0,44349.0,36153.0,0.5335,0.1033,0.0292,0.2365,0.0485,0.0124,Florida Agricultural and Mechanical University,FL,www.famu.edu/,1,0.6513429037700882
7569,68017.0,68017.0,15500.0,8000.0,1600.0,103494.0,83222.0,0.9481,0.176,0.0328,0.0449,0.3558,0.0084,Georgetown University,DC,https://www.georgetown.edu/,1,0.18624882843478888
7569,70662.0,70662.0,15000.0,6500.0,925.0,91885.0,80870.0,0.9585,0.0,0.0924,0.0,0.3759,0.0083,University of Chicago,IL,www.uchicago.edu/,1,0.1854828737479906
7560,9006.0,14766.0,20547.0,10500.0,5330.0,44301.0,38779.0,0.4024,0.0874,0.0282,0.0988,0.0267,0.4177,Austin Peay State University,TN,www.apsu.edu/,1,0.5298486294128265
7554,65910.0,65910.0,12000.0,6500.0,625.0,124080.0,102887.0,0.9192,0.0,0.1866,0.0,0.1571,0.0,Stanford University,CA,www.stanford.edu/,1,0.11663281075354515
7537,16266.0,24524.0,20500.0,8250.0,3649.0,57602.0,48223.0,0.6854,0.1663,0.0474,0.177,0.0235,0.0944,Stockton University,NJ,https://www.stockton.edu/,1,0.42510835078696885
7529,9936.0,21712.0,19691.0,8750.0,5253.0,55177.0,47222.0,0.6792,0.2038,0.0157,0.0519,0.044,0.0309,University of Northern Iowa,IA,https://www.uni.edu/,1,0.4169878446486807
7520,6088.0,17800.0,23970.0,8750.0,5034.0,49587.0,41000.0,0.4349,0.2228,0.0131,0.1549,0.1232,0.0,University of West Georgia,GA,www.westga.edu/,1,0.5846341463414634
7488,8552.0,33671.0,22400.0,11000.0,6684.0,44511.0,35729.0,0.4796,0.1397,0.0816,0.1229,0.0905,0.0821,The University of Montana,MT,www.umt.edu/,1,0.6269417000195919
7478,64984.0,64984.0,20500.0,9500.0,2423.0,70070.0,58080.0,0.8188,0.303,0.046,0.0433,0.0341,0.0,Chapman University,CA,https://www.chapman.edu/,1,0.35296143250688705
7468,52040.0,52040.0,25000.0,11000.0,1489.0,33647.0,26462.0,0.6731,0.0,0.2421,0.0187,0.0,0.0,Berklee College of Music,MA,www.berklee.edu/,1,0.9447509636459829
7451,11436.0,16054.0,23725.0,9750.0,4329.0,47295.0,38474.0,0.5188,0.1092,0.0269,0.1938,0.0868,0.064,Pennsylvania Western University,PA,https://www.pennwest.edu/,1,0.6166502053334719
7440,9736.0,25494.0,17137.0,7500.0,2520.0,57053.0,49355.0,0.5413,0.1422,0.0333,0.3642,0.0132,0.0,The University of Texas at Tyler,TX,https://www.uttyler.edu/,1,0.3472191267348799
7336,14610.0,20130.0,22024.0,7500.0,4476.0,62616.0,52840.0,0.6472,0.1913,0.0616,0.0288,0.0593,0.0,University of Minnesota-Duluth,MN,https://d.umn.edu/,1,0.41680545041635125
7306,9488.0,18508.0,21503.0,6500.0,4034.0,52021.0,43371.0,0.5078,0.1125,0.0293,0.1066,0.0416,0.0423,University of Wisconsin-Stevens Point,WI,https://www.uwsp.edu/,1,0.4957921191579627
7304,66246.0,66246.0,21750.0,15097.0,1383.0,114862.0,105360.0,0.9413,0.1043,0.1663,0.0,0.0375,0.0215,Carnegie Mellon University,PA,www.cmu.edu/,1,0.20643507972665148
7298,64280.0,64280.0,18250.0,7500.0,1693.0,80137.0,74980.0,0.9109,0.2458,0.0359,0.0787,0.1121,0.0015,Emory University,GA,www.emory.edu/,1,0.2433982395305415
7277,67040.0,67040.0,19500.0,7000.0,1313.0,78354.0,65556.0,0.8427,0.276,0.0437,0.0098,0.1264,0.02,Southern Methodist University,TX,https://www.smu.edu/,1,0.2974556104704375
7267,55760.0,55760.0,25000.0,8750.0,3018.0,70783.0,60716.0,0.7953,0.1709,0.0343,0.2732,0.0368,0.0019,Saint Louis University,MO,www.slu.edu/,1,0.4117530799130377
7266,58771.0,58771.0,22750.0,8750.0,2190.0,77370.0,61328.0,0.7549,0.1338,0.0162,0.0313,0.3559,0.0,American University,DC,www.american.edu/,1,0.370956170101748
7266,9162.0,20342.0,23250.0,8760.0,4520.0,46354.0,39561.0,0.5123,0.1567,0.0268,0.2898,0.0235,0.1018,Marshall University,WV,https://www.marshall.edu/,1,0.5877000075832259
7240,38700.0,38700.0,24250.0,7000.0,4015.0,59209.0,58153.0,0.6334,0.0892,0.0197,0.3664,0.0106,0.0126,Nova Southeastern University,FL,www.nova.edu/,1,0.4170034220074631
7226,71412.0,71412.0,11428.0,6500.0,954.0,93487.0,79131.0,0.9569,0.0026,0.1451,0.0,0.2335,0.0,Brown University,RI,www.brown.edu/,1,0.14441874865728982
7212,7738.0,21322.0,20210.0,9500.0,5132.0,51871.0,42313.0,0.2971,0.1177,0.0249,0.2555,0.0229,0.1654,University of Alaska Anchorage,AK,www.uaa.alaska.edu/,1,0.47763098811240046
7208,67498.0,67498.0,14000.0,7811.0,845.0,91565.0,73909.0,0.9354,0.0,0.0911,0.0,0.3305,0.0,Vanderbilt University,TN,www.vanderbilt.edu/,1,0.18942212721048857
7137,42540.0,42540.0,20500.0,12000.0,1762.0,55930.0,42770.0,0.7066,0.0975,0.0137,0.123,0.0161,0.0099,Belmont University,TN,https://www.belmont.edu/,1,0.47930792611643674
7111,12397.0,12397.0,31000.0,7571.0,21898.0,36144.0,27823.0,0.0851,0.645,0.0676,0.0648,0.0,0.0,American InterContinental University System,AZ,https://www.aius.education/,1,1.1141861050210258
7105,19632.0,25752.0,23250.0,11000.0,2032.0,73323.0,62649.0,0.8585,0.1945,0.0195,0.085,0.0554,0.0,The College of New Jersey,NJ,https://www.tcnj.edu/,1,0.3711152612172581
7094,62357.0,62357.0,19500.0,7625.0,1883.0,78349.0,62763.0,0.7887,0.2745,0.0308,0.0,0.1464,0.0077,Loyola Marymount University,CA,https://www.lmu.edu/,1,0.3106926055159887
7087,50404.0,50404.0,25000.0,6250.0,1786.0,75059.0,63925.0,0.7346,0.2749,0.0118,0.2598,0.0328,0.0217,Sacred Heart University,CT,https://www.sacredheart.edu/,1,0.39108330074305825
7061,70704.0,70704.0,16250.0,7125.0,962.0,83214.0,68337.0,0.9351,0.0,0.1079,0.0348,0.2061,0.0,Tufts University,MA,https://www.tufts.edu/,1,0.23779211847169177
7055,25914.0,51038.0,18500.0,8685.0,1232.0,73490.0,62959.0,0.8942,0.1158,0.0558,0.0,0.2028,0.0,William & Mary,VA,https://www.wm.edu/,1,0.29384202417446276
7036,12894.0,23334.0,22189.0,7845.0,3926.0,45235.0,40158.0,0.5472,0.146,0.0267,0.2342,0.017,0.0808,Jacksonville State University,AL,https://www.jsu.edu/,1,0.5525424572936899
6941,9875.0,9875.0,14911.0,5500.0,878.0,45036.0,39046.0,0.5043,0.1773,0.0448,0.1383,0.0019,0.178,University of the Cumberlands,KY,www.ucumberlands.edu/,1,0.3818829073400604
6938,67776.0,67776.0,25874.0,9712.0,2036.0,100423.0,84905.0,0.9186,0.2434,0.0343,0.1,0.112,0.0183,Villanova University,PA,www.villanova.edu/,1,0.30474059242683
6917,9101.0,10996.0,19500.0,7400.0,3188.0,50741.0,44399.0,0.5504,0.2017,0.0105,0.1396,0.0074,0.1076,West Texas A & M University,TX,https://www.wtamu.edu/,1,0.43919908106038424
6877,8532.0,16446.0,21500.0,5500.0,4802.0,55548.0,50140.0,0.4614,0.1797,0.0197,0.1877,0.0425,0.1042,University of Wisconsin-Oshkosh,WI,https://www.uwosh.edu/,1,0.4287993617869964
6844,9173.0,21473.0,29000.0,12000.0,5285.0,38924.0,32986.0,0.2216,0.1843,0.0239,0.1041,0.0258,0.0821,Texas Southern University,TX,www.tsu.edu/,1,0.8791608561207785
6819,7779.0,20379.0,12750.0,6250.0,2165.0,59247.0,48648.0,0.5909,0.1232,0.112,0.0293,0.0467,0.1339,California State University-Monterey Bay,CA,https://csumb.edu/,1,0.262086827824371
6817,12587.0,30227.0,18750.0,9500.0,4738.0,59637.0,50298.0,0.5546,0.1959,0.0659,0.1113,0.0697,0.0697,University of Missouri-Kansas City,MO,https://www.umkc.edu/,1,0.3727782416795897
6788,10568.0,14676.0,25000.0,8595.0,4165.0,53032.0,45398.0,0.6557,0.1261,0.0628,0.1572,0.0466,0.0,Slippery Rock University of Pennsylvania,PA,https://www.sru.edu/,1,0.5506850522049429
6764,11380.0,16297.0,26798.0,9415.0,6954.0,51019.0,42278.0,0.5551,0.18,0.0226,0.1138,0.1132,0.0286,Indiana University of Pennsylvania-Main Campus,PA,www.iup.edu/,1,0.6338521216708454
6762,11522.0,21222.0,22750.0,8750.0,7916.0,49500.0,42229.0,0.4169,0.2099,0.0906,0.1201,0.0467,0.0,Wright State University-Main Campus,OH,https://www.wright.edu/,1,0.5387293092424638
6758,67250.0,67250.0,12975.0,7500.0,438.0,100533.0,81765.0,0.9574,0.0,0.0966,0.0,0.2292,0.0126,Yale University,CT,https://www.yale.edu/,1,0.15868647954503762
6721,30000.0,30000.0,25278.0,7537.0,8143.0,48364.0,41619.0,0.45,0.2709,0.0933,0.0216,0.0261,0.0873,Saint Leo University,FL,www.saintleo.edu/,1,0.6073668276508325
6707,6838.0,8856.0,12500.0,6458.0,3431.0,69331.0,65570.0,,0.1501,0.0054,0.0999,0.0467,0.2536,Thomas Edison State University,NJ,www.tesu.edu/,1,0.19063596156779014
6688,9900.0,19836.0,20500.0,8250.0,3649.0,44737.0,38473.0,0.6132,0.1641,0.0412,0.1135,0.0243,0.0767,Murray State University,KY,www.murraystate.edu/,1,0.5328412133184312
6667,7894.0,19454.0,15000.0,6000.0,2307.0,48386.0,37327.0,0.4647,0.1777,0.0,0.1373,0.0352,0.0,Texas A & M International University,TX,www.tamiu.edu/,1,0.40185388592707694
6656,8208.0,8208.0,24250.0,6250.0,8082.0,59986.0,51329.0,0.3495,0.2962,0.0313,0.1686,0.0,0.099,Indiana Wesleyan University-National & Global,IN,https://www.indwes.edu/,1,0.4724424789105574
6622,6124.0,17836.0,24779.0,9500.0,5346.0,49361.0,39416.0,0.4236,0.2386,0.0359,0.1793,0.0297,0.0814,Valdosta State University,GA,www.valdosta.edu/,1,0.6286533387456871
6614,15704.0,25344.0,22334.0,9500.0,5048.0,57780.0,44928.0,0.4396,0.1804,0.0342,0.2687,0.0526,0.0323,William Paterson University of New Jersey,NJ,www.wpunj.edu/,1,0.49710648148148145
6599,9654.0,23255.0,18401.0,9500.0,,54338.0,43479.0,0.4017,0.2674,0.0176,0.0,0.1289,0.044,Texas A&M University-San Antonio,TX,www.tamusa.edu/,1,0.42321580533130937
6591,12132.0,26408.0,20705.0,10185.0,2381.0,61767.0,55610.0,0.6429,0.1774,0.0752,0.1043,0.0156,0.0,University of Alabama in Huntsville,AL,www.uah.edu/,1,0.37232512138104656
6574,5038.0,16390.0,19000.0,7851.0,2586.0,40863.0,39624.0,0.2533,0.1253,0.1082,0.2335,0.0049,0.0627,Middle Georgia State University,GA,https://www.mga.edu/,1,0.4795073692711488
6563,9000.0,9000.0,25000.0,7125.0,2010.0,76813.0,65131.0,,0.5513,0.3091,0.0561,0.0016,0.0,Colorado State University Global,CO,https://csuglobal.edu/,1,0.3838417957654573
6563,58694.0,58694.0,22266.0,8750.0,2294.0,52901.0,38210.0,0.6937,0.018,0.0959,0.0,0.024,0.0372,The New School,NY,https://www.newschool.edu/,1,0.582727034807642
6556,14277.0,19773.0,21474.0,7327.0,4459.0,47107.0,37996.0,0.5214,0.1215,0.0154,0.1315,0.0461,0.0654,Northern Michigan University,MI,https://www.nmu.edu/,1,0.5651647541846511
6552,61293.0,61293.0,19162.0,6500.0,1207.0,109183.0,91198.0,0.8792,0.2702,0.0689,0.024,0.107,0.0022,Santa Clara University,CA,www.scu.edu/,1,0.2101142568915985
6531,55480.0,55480.0,26000.0,12000.0,2356.0,83759.0,65744.0,0.757,0.2011,0.0263,0.3687,0.0388,0.003,Quinnipiac University,CT,www.qu.edu/,1,0.39547335118033583
6488,57660.0,57660.0,23621.0,8250.0,3214.0,69039.0,52131.0,0.6854,0.1936,0.0428,0.1442,0.0717,0.0041,Hofstra University,NY,www.hofstra.edu/,1,0.4531085150869924
6483,12640.0,12640.0,25000.0,3935.0,349.0,37852.0,31698.0,0.2867,0.0,0.0,0.0031,0.0311,0.0,Unity Environmental University,ME,https://unity.edu/,1,0.7886932929522368
6452,46958.0,46958.0,20500.0,6500.0,1127.0,74545.0,58082.0,0.8404,0.2928,0.0292,0.0326,0.0584,0.002,Elon University,NC,https://www.elon.edu/,1,0.3529492786061086
6442,68758.0,68758.0,13000.0,5500.0,1241.0,97800.0,85792.0,0.9678,0.0,0.1288,0.0968,0.1325,0.0,Duke University,NC,www.duke.edu/,1,0.15152928011935846
6437,66608.0,66608.0,24000.0,10000.0,1289.0,87989.0,75613.0,0.8717,0.0804,0.0915,0.0568,0.0828,0.0008,Case Western Reserve University,OH,www.case.edu/,1,0.31740573710869824
6433,18145.0,18145.0,26123.0,9500.0,26531.0,34421.0,34115.0,0.0689,0.1628,0.0538,0.6144,0.0,0.0,South University-Savannah Online,GA,www.southuniversity.edu/online#location=Online Programs,1,0.7657335482925399
6373,9903.0,9903.0,21500.0,8250.0,4393.0,44030.0,38150.0,0.5793,0.1513,0.0565,0.0936,0.0249,0.0705,Southeast Missouri State University,MO,https://www.semo.edu/,1,0.563564875491481
6341,8700.0,17288.0,18500.0,6250.0,3082.0,52528.0,46546.0,0.4822,0.188,0.031,0.0782,0.0174,0.2565,University of Wisconsin-Green Bay,WI,www.uwgb.edu/,1,0.397456279809221
6331,67080.0,67080.0,21000.0,8500.0,1843.0,79042.0,68333.0,0.8543,0.096,0.0619,0.0983,0.0898,0.0011,University of Rochester,NY,https://www.rochester.edu/,1,0.30731857228571846
6295,13438.0,27378.0,22250.0,8710.0,4388.0,55043.0,45422.0,0.4993,0.1321,0.0319,0.2179,0.0576,0.0889,Southern Connecticut State University,CT,www.southernct.edu/,1,0.48985073312491745
6245,54398.0,54398.0,23250.0,8250.0,2243.0,73739.0,62412.0,0.7638,0.4126,0.0509,0.0121,0.0589,0.0368,University of St Thomas,MN,www.stthomas.edu/,1,0.37252451451643914
6222,8586.0,25959.0,19500.0,9653.0,5065.0,57897.0,46469.0,0.4349,0.1496,0.0655,0.072,0.0815,0.0005,Eastern Washington University,WA,www.ewu.edu/,1,0.41963459510641504
6188,10258.0,22322.0,24000.0,8763.0,4805.0,48387.0,41047.0,0.4288,0.217,0.0229,0.1752,0.0797,0.0359,Indiana State University,IN,https://indianastate.edu/,1,0.5846955928569688
6180,11314.0,16068.0,26000.0,9500.0,4891.0,53775.0,43309.0,0.5382,0.164,0.0443,0.0,0.0428,0.0087,Kutztown University of Pennsylvania,PA,https://www.kutztown.edu/,1,0.6003371123784894
6155,21914.0,45824.0,23000.0,8750.0,1196.0,97335.0,82950.0,0.8171,0.0,0.2248,0.0,0.0033,0.0,Colorado School of Mines,CO,www.mines.edu/,1,0.27727546714888485
6124,10024.0,18634.0,31000.0,10500.0,2773.0,40628.0,27851.0,0.2403,0.1678,0.0424,0.0,0.022,0.0661,Alabama A & M University,AL,www.aamu.edu/,1,1.1130659581343578
6086,8572.0,18822.0,18750.0,11750.0,2658.0,58073.0,45555.0,0.716,0.1229,0.0371,0.0391,0.1016,0.0275,State University of New York at New Paltz,NY,www.newpaltz.edu/,1,0.4115903852486006
6081,6699.0,19735.0,28250.0,12000.0,3661.0,42968.0,35967.0,0.4165,0.1387,0.0249,0.0661,0.1679,0.0271,North Carolina Central University,NC,https://www.nccu.edu/,1,0.7854422109155614
6078,7770.0,21114.0,17831.0,9582.0,2004.0,59004.0,52098.0,0.5163,0.2259,0.0624,0.056,0.0483,0.0103,University of Houston-Clear Lake,TX,www.uhcl.edu/,1,0.3422588199163116
6057,11084.0,22174.0,21000.0,6706.0,2988.0,61515.0,51926.0,0.6815,0.1743,0.0568,0.1068,0.0378,0.0304,Salisbury University,MD,https://www.salisbury.edu/,1,0.4044216770018873
6038,12548.0,25633.0,24000.0,9500.0,3590.0,53739.0,44830.0,0.4866,0.1227,0.0325,0.3215,0.0458,0.0,Radford University,VA,https://www.radford.edu/,1,0.5353557885344635
6036,53170.0,53170.0,22750.0,8250.0,2279.0,70196.0,60291.0,0.6949,0.2263,0.0126,0.1039,0.1215,0.057,Seton Hall University,NJ,https://www.shu.edu/,1,0.37733658423313593
6025,61398.0,61398.0,21844.0,7835.0,1485.0,71155.0,57118.0,0.756,0.3162,0.0584,0.0008,0.1581,0.0,University of Denver,CO,www.du.edu/,1,0.3824363598165202
5989,12930.0,30450.0,25000.0,10500.0,4498.0,51955.0,43530.0,0.4825,0.1669,0.043,0.2256,0.0165,0.024,Saginaw Valley State University,MI,www.svsu.edu/,1,0.5743165632896853
5986,,,25250.0,5846.0,69.0,27126.0,63412.0,0.2063,0.0,0.0,1.0,0.0,0.0,Nightingale College,UT,www.nightingale.edu/,1,0.39818961710717216
5956,5656.0,17008.0,25024.0,9000.0,2733.0,40674.0,35579.0,0.3105,0.088,0.0137,0.2446,0.0202,0.2914,Albany State University,GA,https://www.asurams.edu/,1,0.7033362376682875
5955,19123.0,42988.0,24990.0,8750.0,2173.0,78198.0,69672.0,0.6806,0.0712,0.1036,0.0198,0.0135,0.0072,Michigan Technological University,MI,https://www.mtu.edu/,1,0.35868067516362384
5952,15640.0,32896.0,22500.0,11000.0,3160.0,59649.0,50389.0,0.5798,0.156,0.1343,0.061,0.0835,0.0094,University of Michigan-Dearborn,MI,https://umdearborn.edu/,1,0.4465260275060033
5947,9186.0,29512.0,22250.0,8750.0,1912.0,58140.0,50644.0,0.6361,0.2664,0.0683,0.1734,0.0299,0.0034,Georgia College & State University,GA,www.gcsu.edu/,1,0.43934128425874736
5901,8874.0,18784.0,21500.0,8457.0,3169.0,60236.0,46535.0,0.6803,0.0648,0.0,0.0592,0.0789,0.0289,State University of New York at Cortland,NY,www2.cortland.edu/,1,0.4620178360373912
5898,64980.0,64980.0,21960.0,8289.0,1265.0,105584.0,88810.0,0.8791,0.2727,0.1176,0.0368,0.0469,0.0,Lehigh University,PA,www.lehigh.edu/,1,0.24726945163832903
5842,10701.0,19265.0,23000.0,8250.0,3920.0,58084.0,50251.0,0.5486,0.2246,0.1204,0.0225,0.0272,0.0,University of Wisconsin-Stout,WI,www.uwstout.edu/,1,0.4577023342819048
5837,8644.0,17603.0,21977.0,6115.0,3360.0,61760.0,54825.0,0.5576,0.1576,0.0264,0.0,0.0124,0.052,University of Wisconsin-Platteville,WI,https://www.uwplatt.edu/,1,0.40085727314181485
5811,12120.0,22320.0,22077.0,8652.0,2489.0,45415.0,38295.0,0.5491,0.2311,0.0349,0.1745,0.0472,0.0,University of North Alabama,AL,https://www.una.edu/,1,0.5764982373678026
5784,8752.0,15822.0,20000.0,8750.0,4008.0,54496.0,47164.0,0.5513,0.1087,0.037,0.2055,0.0331,0.0016,SUNY Brockport,NY,https://www.brockport.edu/,1,0.4240522432363667
5762,4353.0,8353.0,22987.0,10596.0,3144.0,40144.0,37831.0,0.3846,0.2084,0.0258,0.1799,0.057,0.0828,Fayetteville State University,NC,https://www.uncfsu.edu/,1,0.6076233776532474
5735,22880.0,22880.0,19637.0,9500.0,4226.0,52055.0,44969.0,0.4571,0.1397,0.0355,0.3725,0.0584,0.0213,Mercy University,NY,https://www.mercy.edu/,1,0.43667860081389404
5728,11128.0,22952.0,23507.0,9500.0,4056.0,55246.0,44813.0,0.5763,0.094,0.0423,0.1148,0.0785,0.0,Millersville University of Pennsylvania,PA,www.millersville.edu/,1,0.5245576060518153
5714,64081.0,64081.0,23750.0,10313.0,1899.0,102051.0,83054.0,0.8362,0.0593,0.2085,0.0112,0.0064,0.0,Rensselaer Polytechnic Institute,NY,www.rpi.edu/,1,0.2859585330026248
5709,62688.0,62688.0,10320.0,7250.0,147.0,110066.0,87815.0,0.9761,0.0,0.1609,0.0,0.1949,0.0,Princeton University,NJ,www.princeton.edu/,1,0.11751978591356829
5693,65230.0,65230.0,10250.0,5750.0,1784.0,87555.0,86306.0,0.9378,0.0,0.1027,0.0804,0.0945,0.0,Johns Hopkins University,MD,www.jhu.edu/,1,0.11876346951544504
5671,8675.0,16094.0,21229.0,9002.0,3518.0,48318.0,48439.0,0.4291,0.1581,0.0672,0.3079,0.0131,0.027,Purdue University Northwest,IN,www.pnw.edu/,1,0.43826255703049194
5671,59486.0,59486.0,22940.0,9721.0,1561.0,86522.0,64995.0,0.8367,0.3884,0.0411,0.0,0.1078,0.0116,University of San Diego,CA,www.sandiego.edu/,1,0.3529502269405339
5658,27166.0,27166.0,22000.0,7000.0,1613.0,62105.0,55047.0,0.6622,0.1583,0.0385,0.2583,0.0368,0.0077,Maryville University of Saint Louis,MO,https://www.maryville.edu/,1,0.3996584736679565
5648,10050.0,18600.0,21000.0,9285.0,4925.0,49560.0,41593.0,0.5408,0.1139,0.0821,0.087,0.0245,0.0514,University of Central Missouri,MO,https://www.ucmo.edu/,1,0.5048926502055634
5643,8460.0,18300.0,20000.0,7874.0,3076.0,50116.0,41050.0,0.4397,0.1668,0.0765,0.0868,0.0413,0.0,Angelo State University,TX,www.angelo.edu/,1,0.48721071863581
