latest.student.size,tuition_in_state,latest.cost.tuition.out_of_state,median_debt,latest.aid.median_debt.noncompleters,latest.repayment.3_yr_repayment.overall,earnings_10yr,earnings_6yr,completion_rate,latest.academics.program_percentage.business_marketing,latest.academics.program_percentage.computer,latest.academics.program_percentage.health,latest.academics.program_percentage.social_science,latest.academics.program_percentage.humanities,school_name,state,school.school_url,school.institutional_characteristics.level,debt_to_earnings_ratio
17514,12750.0,33780.0,24000.0,10621.0,8463.0,54914.0,46732.0,0.4632,0.1545,0.1011,0.1752,0.0806,0.0,Old Dominion University,VA,www.odu.edu/,1,0.5135667208764872
17385,10104.0,28608.0,22500.0,6864.0,10610.0,55939.0,45181.0,0.6466,0.1748,0.0212,0.0937,0.0675,0.0333,West Virginia University,WV,www.wvu.edu/,1,0.49799694561873353
17326,66162.0,66162.0,24250.0,13500.0,5745.0,92538.0,78413.0,0.9054,0.225,0.1585,0.0755,0.0842,0.001,Northeastern University,MA,www.northeastern.edu/,1,0.30925994414191527
17244,10140.0,33060.0,18450.0,9322.0,9418.0,44792.0,37150.0,0.5469,0.1399,0.0182,0.1906,0.057,0.0495,University of New Mexico-Main Campus,NM,www.unm.edu/,1,0.49663526244952894
16758,10398.0,22398.0,23000.0,8750.0,11922.0,54990.0,45851.0,0.4932,0.1984,0.0667,0.1244,0.0351,0.0503,University of Wisconsin-Milwaukee,WI,uwm.edu/,1,0.5016248282480208
16656,18161.0,41221.0,23000.0,7500.0,7300.0,55076.0,49773.0,0.7979,0.2747,0.0476,0.0385,0.0823,0.0008,Miami University-Oxford,OH,miamioh.edu/,1,0.4620979245775822
16301,10266.0,31574.0,20000.0,8250.0,11268.0,48541.0,39941.0,0.537,0.1814,0.0229,0.0347,0.0339,0.0217,Middle Tennessee State University,TN,www.mtsu.edu/,1,0.5007385894193936
16289,7382.0,15332.0,11000.0,6883.0,2308.0,63163.0,50414.0,0.5686,0.0395,0.0893,0.075,0.1363,0.0,CUNY Hunter College,NY,www.hunter.cuny.edu/,1,0.21819335898758282
16154,7464.0,15414.0,11512.0,7250.0,1639.0,75971.0,61542.0,0.7212,0.7213,0.0872,0.0,0.0456,0.0026,CUNY Bernard M Baruch College,NY,www.baruch.cuny.edu/,1,0.18705924409346464
16146,5285.0,16503.0,17750.0,6500.0,2549.0,50135.0,43085.0,0.3729,0.1625,0.0843,0.0789,0.048,0.1959,University of North Georgia,GA,www.ung.edu/,1,0.4119763258674713
16136,11728.0,29820.0,18718.0,10500.0,6334.0,64390.0,54302.0,0.6946,0.1513,0.1054,0.1222,0.0906,0.0,Towson University,MD,www.towson.edu/,1,0.3447018526021141
15995,69314.0,69314.0,14000.0,6934.0,3137.0,104043.0,87830.0,0.9538,0.1437,0.1788,0.0072,0.0766,0.0046,Cornell University,NY,www.cornell.edu/,1,0.159398838665604
15841,16574.0,26932.0,20500.0,12000.0,4627.0,59988.0,50705.0,0.6736,0.1474,0.0679,0.0564,0.03,0.0403,Rowan University,NJ,https://www.rowan.edu/,1,0.4042993787594912
15599,9578.0,27720.0,18922.0,6500.0,3958.0,60614.0,49182.0,0.6124,0.1653,0.0637,0.1458,0.0478,0.0176,University of Nevada-Reno,NV,www.unr.edu/,1,0.3847342523687528
15587,15190.0,32037.0,21250.0,10866.0,9898.0,53493.0,45207.0,0.5844,0.225,0.0478,0.1355,0.0426,0.0013,Wayne State University,MI,https://wayne.edu/,1,0.47005994646846727
15477,65528.0,65528.0,26000.0,10250.0,4711.0,79164.0,60459.0,0.8361,0.1367,0.0748,0.0203,0.1337,0.0056,Syracuse University,NY,https://www.syracuse.edu/,1,0.4300435005540945
15243,41630.0,41630.0,25148.0,6500.0,3762.0,45954.0,34110.0,0.6941,0.0382,0.0,0.0,0.0,0.0,Savannah College of Art and Design,GA,www.scad.edu/,1,0.7372618000586338
15142,11221.0,28568.0,21250.0,10500.0,7461.0,57262.0,49330.0,0.7108,0.2599,0.0268,0.0376,0.0395,0.0024,Kansas State University,KS,www.k-state.edu/,1,0.4307723494830732
15029,12186.0,34218.0,18500.0,8250.0,4373.0,57624.0,45701.0,0.6429,0.2012,0.0258,0.0651,0.0758,0.0268,University of Hawaii at Manoa,HI,https://manoa.hawaii.edu/,1,0.4048051464957003
15023,8093.0,20693.0,14715.0,9000.0,6017.0,59977.0,43149.0,0.549,0.1677,0.0707,0.0661,0.098,0.0622,California State University-San Bernardino,CA,www.csusb.edu/,1,0.3410276020301745
15002,11124.0,30684.0,21500.0,9005.0,11941.0,52093.0,45391.0,0.3154,0.168,0.0447,0.0631,0.0322,0.1108,Metropolitan State University of Denver,CO,www.msudenver.edu/,1,0.4736621797272587
14922,7277.0,24152.0,19500.0,8500.0,4549.0,54967.0,46972.0,0.7059,0.1803,0.0384,0.2642,0.0512,0.0,University of North Carolina Wilmington,NC,www.uncw.edu/,1,0.41514093502512134
14877,8082.0,20682.0,17350.0,8000.0,3335.0,62908.0,48673.0,0.5456,0.1623,0.0583,0.11,0.1765,0.0441,California State University-San Marcos,CA,www.csusm.edu/,1,0.35646046062498715
14785,58100.0,58100.0,23000.0,8000.0,4139.0,65793.0,56532.0,0.7999,0.2557,0.0068,0.1984,0.0665,0.0018,Baylor University,TX,www.baylor.edu/,1,0.4068492181419373
14727,13136.0,29482.0,20500.0,7600.0,6171.0,53899.0,46571.0,0.6123,0.1575,0.0281,0.1385,0.0569,0.0159,University of Louisville,KY,www.louisville.edu/,1,0.4401880998904898
14655,10567.0,30447.0,18500.0,9373.0,4080.0,80596.0,61621.0,0.8162,0.1425,0.0445,0.0461,0.1295,0.0057,Binghamton University,NY,www.binghamton.edu/,1,0.3002223268041739
14451,8460.0,33287.0,22500.0,8250.0,5172.0,53263.0,44757.0,0.5708,0.1417,0.0337,0.1315,0.0422,0.0419,Montana State University,MT,https://www.montana.edu/,1,0.5027146591594611
14164,10775.0,22599.0,23500.0,17513.0,5550.0,61258.0,51013.0,0.7051,0.2565,0.026,0.1536,0.0214,0.0385,West Chester University of Pennsylvania,PA,https://www.wcupa.edu/,1,0.4606668888322584
14090,45999.0,45999.0,23168.0,10000.0,7507.0,68751.0,54695.0,0.678,0.3013,0.1092,0.0474,0.0806,0.0084,DePaul University,IL,https://www.depaul.edu/,1,0.42358533686808664
14062,7661.0,24012.0,22858.0,8991.0,6743.0,48160.0,39869.0,0.5631,0.1975,0.0582,0.1171,0.0582,0.0056,University of North Carolina at Greensboro,NC,www.uncg.edu/,1,0.5733276480473551
14027,21536.0,21536.0,20919.0,10922.0,9893.0,92405.0,84533.0,0.4167,0.0,0.0,1.0,0.0,0.0,Chamberlain University-Illinois,IL,https://www.chamberlain.edu/,1,0.24746548685128886
13988,11082.0,29630.0,23250.0,6500.0,7622.0,51833.0,44394.0,0.6234,0.1631,0.0215,0.0885,0.026,0.0824,Ball State University,IN,https://www.bsu.edu/,1,0.5237194215434519
13874,6118.0,25162.0,17622.0,7500.0,3627.0,54560.0,45029.0,0.574,0.2005,0.0061,0.1021,0.0251,0.1009,Florida Gulf Coast University,FL,www.fgcu.edu/,1,0.3913477980856781
13830,10762.0,34891.0,20000.0,7250.0,11624.0,55198.0,47173.0,0.5445,0.1702,0.0658,0.2535,0.0203,0.0433,Indiana University-Indianapolis,IN,https://indianapolis.iu.edu/,1,0.42397133953744726
13631,8472.0,21072.0,16552.0,9000.0,5156.0,64172.0,50493.0,0.6278,0.1414,0.0397,0.0818,0.103,0.0624,California State University-Chico,CA,www.csuchico.edu/,1,0.3278078149446458
13603,16327.0,16327.0,30157.0,6717.0,6307.0,38696.0,31401.0,0.2493,0.3274,0.026,0.1417,0.0,0.0,Post University,CT,www.post.edu/,1,0.960383427279386
13580,7332.0,15282.0,10533.0,5500.0,2044.0,49365.0,39982.0,0.2147,0.1014,0.1844,0.2456,0.0,0.0128,CUNY New York City College of Technology,NY,www.citytech.cuny.edu/,1,0.2634435495973188
13544,9582.0,28707.0,18500.0,7500.0,4964.0,62569.0,45272.0,0.6464,0.1046,0.0448,0.0442,0.1062,0.0032,Western Washington University,WA,wwu.edu/,1,0.40864110266831594
13381,16942.0,37146.0,22250.0,7750.0,5607.0,69743.0,57446.0,0.7331,0.1461,0.0351,0.131,0.0614,0.0,University of Rhode Island,RI,https://web.uri.edu/,1,0.3873202659889287
13359,6389.0,20793.0,15531.0,6895.0,5350.0,56343.0,46546.0,0.6921,0.1656,0.0634,0.1912,0.0378,0.0576,University of North Florida,FL,https://www.unf.edu/,1,0.33366991793064926
13313,9502.0,18770.0,21992.0,9931.0,7060.0,49827.0,40553.0,0.5791,0.1767,0.0494,0.095,0.0984,0.0158,Missouri State University-Springfield,MO,www.missouristate.edu/,1,0.5423026656474244
13233,62412.0,62412.0,25325.0,8750.0,6177.0,84648.0,69063.0,0.7816,0.1573,0.1166,0.1783,0.0263,0.0163,Drexel University,PA,https://drexel.edu/,1,0.36669417777970836
13215,59274.0,59274.0,26778.0,12000.0,5292.0,76571.0,65457.0,0.6989,0.0695,0.2289,0.0346,0.0075,0.0455,Rochester Institute of Technology,NY,www.rit.edu/,1,0.40909299234612034
13182,11679.0,31074.0,20500.0,11000.0,11640.0,57906.0,46937.0,0.5266,0.1814,0.0538,0.0803,0.1228,0.0521,Portland State University,OR,www.pdx.edu/,1,0.43675565119202336
12913,62616.0,62616.0,17500.0,7985.0,2779.0,75328.0,61508.0,0.8368,0.2046,0.0251,0.147,0.0931,0.0097,University of Miami,FL,www.miami.edu/,1,0.28451583533849256
12812,14460.0,22448.0,25000.0,8250.0,8776.0,47896.0,41281.0,0.6373,0.1424,0.0141,0.0873,0.0171,0.0124,Bowling Green State University-Main Campus,OH,www.bgsu.edu/,1,0.6056054843632664
12701,10728.0,15384.0,23300.0,9500.0,8814.0,48458.0,40921.0,0.5089,0.1796,0.0266,0.1109,0.0337,0.0226,University of Memphis,TN,https://www.memphis.edu/,1,0.5693897998582634
12673,8302.0,18142.0,19606.0,7500.0,5084.0,53040.0,46729.0,0.4821,0.1884,0.029,0.076,0.0101,0.0253,Tarleton State University,TX,www.tarleton.edu/,1,0.41956814825911104
12568,15252.0,19034.0,26188.0,11780.0,9308.0,53562.0,45356.0,0.5757,0.271,0.0195,0.0733,0.0227,0.0,Western Michigan University,MI,https://wmich.edu/,1,0.5773877766998854
12564,10866.0,31256.0,19500.0,8750.0,5872.0,67979.0,51380.0,0.6145,0.1534,0.1051,0.0222,0.1443,0.0,University at Albany,NY,www.albany.edu/,1,0.379525107045543
12555,7708.0,17548.0,18750.0,10687.0,6148.0,53551.0,49120.0,0.332,0.3644,0.04,0.0348,0.0224,0.0048,University of Houston-Downtown,TX,www.uhd.edu/,1,0.38171824104234525
12550,7538.0,15488.0,10298.0,7149.0,2059.0,62763.0,48548.0,0.5325,0.1136,0.0986,0.0281,0.1591,0.0,CUNY Queens College,NY,https://www.qc.cuny.edu/,1,0.21211996374721925
12538,7449.0,20049.0,13807.0,8458.0,4714.0,57162.0,46827.0,0.4279,0.1839,0.0475,0.1028,0.0728,0.0538,California State University-Dominguez Hills,CA,https://www.csudh.edu/,1,0.29485126102462256
12505,7340.0,15290.0,11990.0,7500.0,2297.0,66039.0,46435.0,0.5682,0.0426,0.0426,0.002,0.1241,0.039,CUNY City College,NY,www.ccny.cuny.edu/,1,0.25821040163669645
12428,10418.0,24146.0,22902.0,8510.0,3828.0,47089.0,42668.0,0.5263,0.139,0.0378,0.1513,0.0246,0.1557,University of Louisiana at Lafayette,LA,www.louisiana.edu/,1,0.5367488515983876
12351,15262.0,23188.0,22750.0,9298.0,6835.0,58612.0,49017.0,0.5756,0.1753,0.0513,0.238,0.0269,0.0461,Oakland University,MI,www.oakland.edu/,1,0.46412469143358426
12318,10320.0,21230.0,22500.0,9500.0,7177.0,45795.0,38611.0,0.5004,0.1615,0.0079,0.1295,0.0245,0.0728,Eastern Kentucky University,KY,https://www.eku.edu/,1,0.5827354898863019
12182,6813.0,20673.0,27000.0,11000.0,4581.0,44440.0,36638.0,0.5718,0.1221,0.0673,0.0499,0.0334,0.0856,North Carolina A & T State University,NC,www.ncat.edu/,1,0.7369397892898084
12176,6760.0,6760.0,21339.0,9375.0,4877.0,63534.0,55140.0,0.3328,0.2205,0.0417,0.1006,0.0,0.0182,Columbia Southern University,AL,www.columbiasouthern.edu/,1,0.3869967355821545
12155,11652.0,27000.0,22095.0,9343.0,8635.0,43889.0,38156.0,0.5556,0.191,0.0234,0.1495,0.0638,0.0555,Western Kentucky University,KY,https://www.wku.edu/,1,0.5790701331376454
11946,8183.0,25307.0,17095.0,6043.0,9092.0,39067.0,32960.0,0.5517,0.135,0.0606,0.0922,0.0299,0.0643,New Mexico State University-Main Campus,NM,www.nmsu.edu/,1,0.5186589805825242
11743,19058.0,45502.0,20951.0,8250.0,3810.0,62472.0,48164.0,0.7859,0.094,0.0403,0.096,0.0848,0.0042,University of Vermont,VT,www.uvm.edu/,1,0.43499294078564904
11737,53710.0,53710.0,24157.0,11964.0,4420.0,71530.0,58411.0,0.7304,0.1762,0.0255,0.1402,0.081,0.0142,Loyola University Chicago,IL,https://www.luc.edu/,1,0.4135693619352519
11703,9572.0,18942.0,21106.0,8250.0,6281.0,56922.0,50098.0,0.5395,0.2316,0.0304,0.198,0.0286,0.0304,Minnesota State University-Mankato,MN,https://mnsu.edu/,1,0.4212942632440417
11635,9098.0,22562.0,22300.0,10204.0,5049.0,54501.0,46572.0,0.6423,0.1997,0.0352,0.2111,0.0267,0.0303,University of Alabama at Birmingham,AL,https://www.uab.edu/,1,0.4788284806321395
11590,7470.0,15420.0,11000.0,7453.0,2113.0,56195.0,50293.0,0.5583,0.0,0.0657,0.0,0.1188,0.0045,CUNY John Jay College of Criminal Justice,NY,www.jjay.cuny.edu/,1,0.2187183106993021
11550,,,13769.0,9833.0,1684.0,78493.0,63796.0,,0.1044,0.0181,0.2659,0.0073,0.3791,Excelsior University,NY,www.excelsior.edu/,1,0.21582857859426924
11512,15908.0,38125.0,21974.0,10332.0,5404.0,65865.0,53521.0,0.4941,0.1549,0.0922,0.1561,0.0853,0.0,University of Massachusetts-Boston,MA,www.umb.edu/,1,0.41056781450271856
11488,8718.0,23206.0,19000.0,7990.0,5315.0,53909.0,45494.0,0.4708,0.1746,0.0798,0.0224,0.0241,0.1405,University of Nebraska at Omaha,NE,https://www.unomaha.edu/,1,0.41763749065810873
11434,16966.0,36264.0,23704.0,9750.0,5260.0,64874.0,61467.0,0.6482,0.2011,0.1347,0.0818,0.0172,0.0274,University of Massachusetts-Lowell,MA,www.uml.edu/,1,0.3856378219207054
11433,14299.0,22446.0,23250.0,10000.0,6312.0,57237.0,46603.0,0.4657,0.2195,0.0578,0.0642,0.0245,0.006,Kean University,NJ,https://www.kean.edu/,1,0.49889492092783727
11344,4532.0,13844.0,20076.0,8458.0,3741.0,47730.0,36756.0,0.2147,0.2393,0.1352,0.0806,0.0235,0.0109,Georgia Gwinnett College,GA,www.ggc.edu/,1,0.5461965393405158
11301,13248.0,13248.0,22162.0,9500.0,9147.0,57808.0,46113.0,0.4866,0.1804,0.0491,0.1362,0.0503,0.038,Northern Illinois University,IL,www.niu.edu/,1,0.48060199943616766
11261,19202.0,39852.0,26814.0,8750.0,5966.0,66479.0,53671.0,0.7607,0.2019,0.0306,0.0899,0.0566,0.0,University of New Hampshire-Main Campus,NH,https://www.unh.edu/,1,0.4995994112276648
11182,67710.0,67710.0,20449.0,12500.0,2671.0,90873.0,71607.0,0.8398,0.1398,0.0569,0.1562,0.3175,0.0047,George Washington University,DC,https://www.gwu.edu/,1,0.28557263954641304
11026,61740.0,61740.0,21500.0,7500.0,1977.0,68424.0,60435.0,0.8551,0.2806,0.0268,0.1285,0.0885,0.0176,Texas Christian University,TX,https://www.tcu.edu/,1,0.35575411599238854
10794,13284.0,13284.0,25000.0,10500.0,6067.0,67548.0,64331.0,0.4286,0.2109,0.0286,0.2443,0.0232,0.0734,National University,CA,www.nu.edu/,1,0.38861513111874524
10780,9684.0,19869.0,20500.0,8500.0,5585.0,51532.0,44043.0,0.5103,0.1648,0.0638,0.1339,0.0157,0.1053,Wichita State University,KS,www.wichita.edu/,1,0.465454215198783
10701,13256.0,31275.0,19500.0,10500.0,3497.0,69960.0,55137.0,0.7001,0.0147,0.2597,0.0282,0.1019,0.0,University of Maryland-Baltimore County,MD,umbc.edu/,1,0.3536645084063333
10696,7410.0,15360.0,10950.0,6500.0,2249.0,58013.0,51067.0,0.5128,0.1809,0.0655,0.267,0.089,0.0021,CUNY Lehman College,NY,www.lehman.edu/,1,0.2144241878316721
10650,68686.0,68686.0,15715.0,12000.0,2022.0,111371.0,90555.0,0.9654,0.0711,0.0765,0.0953,0.1141,0.0281,University of Pennsylvania,PA,www.upenn.edu/,1,0.17354094196896913
10572,34408.0,34408.0,24211.0,6500.0,2466.0,59436.0,48397.0,0.637,0.3489,0.0323,0.1249,0.095,0.0032,The University of Tampa,FL,https://www.ut.edu/,1,0.5002582804719301
10558,12978.0,38296.0,23250.0,8750.0,3242.0,56416.0,43821.0,0.6583,0.2397,0.0378,0.0483,0.0866,0.0077,College of Charleston,SC,https://www.charleston.edu/,1,0.5305675361128226
10543,7452.0,15402.0,11000.0,7266.0,2617.0,60752.0,45035.0,0.5386,0.2672,0.0668,0.0672,0.0369,0.0,CUNY Brooklyn College,NY,www.brooklyn.edu/,1,0.24425446874653048
10519,10383.0,29391.0,20500.0,8667.0,4622.0,64270.0,52475.0,0.4615,0.174,0.0383,0.1071,0.0848,0.034,University of Colorado Denver/Anschutz Medical Campus,CO,www.ucdenver.edu/,1,0.39066222010481183
10512,64915.0,64915.0,24300.0,6500.0,2930.0,85569.0,68008.0,0.8191,0.1783,0.0463,0.0,0.1655,0.0033,Fordham University,NY,https://www.fordham.edu/,1,0.3573109045994589
10377,11640.0,29628.0,23750.0,8250.0,4622.0,47258.0,38070.0,0.4846,0.2316,0.0218,0.0459,0.0453,0.0344,Coastal Carolina University,SC,https://www.coastal.edu/,1,0.6238508011557657
10220,9903.0,9903.0,20000.0,8038.0,4557.0,61289.0,57732.0,0.3295,0.4831,0.2027,0.0865,0.064,0.0005,Bellevue University,NE,https://www.bellevue.edu/,1,0.3464283239797686
10170,8818.0,19704.0,21000.0,8663.0,5363.0,48351.0,43074.0,0.3676,0.1681,0.0337,0.1146,0.04,0.0975,University of Central Oklahoma,OK,https://www.uco.edu/,1,0.4875330826020337
10108,35810.0,35810.0,24500.0,12500.0,3236.0,63066.0,47379.0,0.6996,0.1422,0.0406,0.1042,0.1352,0.0,Howard University,DC,www.howard.edu/,1,0.517106735051394
10085,70702.0,70702.0,19000.0,6750.0,2149.0,103937.0,85717.0,0.9083,0.2367,0.0615,0.0402,0.197,0.0029,Boston College,MA,www.bc.edu/,1,0.2216596474444976
10075,9998.0,11998.0,22500.0,8750.0,6699.0,44140.0,37710.0,0.4906,0.1998,0.0404,0.1295,0.0238,0.0578,University of Southern Mississippi,MS,https://www.usm.edu/,1,0.5966587112171837
10074,10448.0,18512.0,19500.0,6500.0,3959.0,51151.0,42209.0,0.5024,0.2074,0.0394,0.0445,0.0413,0.0079,The University of Tennessee-Chattanooga,TN,utc.edu/,1,0.46198678007060107
10055,16240.0,16240.0,25000.0,12000.0,9908.0,51793.0,43148.0,0.4644,0.1574,0.0537,0.1855,0.0504,0.0,Eastern Michigan University,MI,www.emich.edu/,1,0.5794011309910077
10035,14760.0,14760.0,27000.0,11525.0,9592.0,55874.0,46567.0,0.5872,0.2235,0.0244,0.0522,0.0352,0.0,Central Michigan University,MI,https://www.cmich.edu/,1,0.5798097365086864
10024,4630.0,8630.0,21868.0,8750.0,3293.0,49458.0,43085.0,0.6026,0.2073,0.0087,0.216,0.0291,0.002,Western Carolina University,NC,www.wcu.edu/,1,0.5075548334687247
10004,10472.0,14522.0,19442.0,7500.0,5645.0,44859.0,38704.0,0.5321,0.124,0.0356,0.3242,0.0237,0.0342,East Tennessee State University,TN,https://www.etsu.edu/,1,0.5023253410500207
9981,10951.0,15570.0,22057.0,11332.0,4686.0,63552.0,54588.0,0.6048,0.1236,0.0159,0.1587,0.024,0.0466,University of North Dakota,ND,https://und.edu/,1,0.40406316406536236
9912,10026.0,22326.0,20500.0,9250.0,3783.0,50296.0,43157.0,0.4281,0.1197,0.0384,0.0529,0.0056,0.1069,East Texas A&M University,TX,www.tamuc.edu/,1,0.4750098477651366
9809,7583.0,20183.0,16544.0,11000.0,4398.0,71401.0,55546.0,0.4795,0.2451,0.0652,0.1179,0.0761,0.0246,California State University-East Bay,CA,https://www.csueastbay.edu/,1,0.29784322903539406
9805,10176.0,20352.0,25000.0,11000.0,11239.0,42062.0,39392.0,0.503,0.1945,0.0437,0.114,0.0363,0.0619,Troy University,AL,www.troy.edu/,1,0.6346466287571081
9770,12744.0,22104.0,22250.0,8459.0,9475.0,50632.0,44162.0,0.5704,0.1772,0.026,0.2017,0.0189,0.0683,University of Toledo,OH,www.utoledo.edu/,1,0.5038268194375255
9733,5923.0,17741.0,21000.0,9500.0,4205.0,48928.0,44428.0,0.477,0.3165,0.0637,0.1024,0.0773,0.0743,Fort Hays State University,KS,www.fhsu.edu/,1,0.4726748897091924
9657,7490.0,15440.0,14350.0,5500.0,2463.0,53501.0,36931.0,0.3393,0.1749,0.0705,0.0784,0.0636,0.1606,College of Staten Island CUNY,NY,www.csi.cuny.edu/,1,0.38856245430668
9552,8626.0,18536.0,14718.0,7012.0,2212.0,69781.0,55901.0,0.5278,0.1804,0.0899,0.1048,0.0077,0.0853,Farmingdale State College,NY,www.farmingdale.edu/,1,0.26328688216668755
9539,5274.0,5274.0,8250.0,5500.0,1368.0,48992.0,32706.0,0.491,0.0815,0.0145,0.046,0.0283,0.0,University of Puerto Rico-Mayaguez,PR,https://www.uprm.edu/,1,0.25224729407448176
9514,8373.0,20851.0,22113.0,7500.0,4421.0,46482.0,37124.0,0.4541,0.2242,0.0331,0.1696,0.011,0.1295,Southeastern Louisiana University,LA,https://www.southeastern.edu/,1,0.595652408145674
9477,53020.0,53020.0,25000.0,9500.0,5766.0,69571.0,54189.0,0.6609,0.2764,0.0527,0.0527,0.0445,0.0099,St. John's University-New York,NY,www.stjohns.edu/,1,0.46134824410858294
9471,11110.0,15764.0,23199.0,6750.0,5497.0,62203.0,54312.0,0.6389,0.205,0.0363,0.1367,0.0212,0.0019,North Dakota State University-Main Campus,ND,https://www.ndsu.edu/,1,0.42714317277949626
9405,8616.0,18716.0,23188.0,6500.0,4683.0,55356.0,47909.0,0.589,0.3312,0.0313,0.0121,0.0779,0.0872,University of Wisconsin-Whitewater,WI,www.uww.edu/,1,0.48400091840781484
9376,13920.0,13920.0,40621.0,12592.0,37977.0,40092.0,36582.0,0.1429,0.7945,0.1589,0.0,0.0,0.0,Strayer University-Global Region,DC,www.strayer.edu/,1,1.1104094910065059
9330,6360.0,19241.0,16624.0,11466.0,4028.0,49137.0,42204.0,0.588,0.1044,0.0447,0.1813,0.0286,0.1992,University of West Florida,FL,uwf.edu/,1,0.3938963131456734
9277,10070.0,19517.0,22500.0,8000.0,3318.0,60378.0,49626.0,0.7096,0.2661,0.0173,0.0723,0.0515,0.058,University of Wisconsin-La Crosse,WI,www.uwlax.edu/,1,0.45339136742836417
9210,11046.0,22870.0,26000.0,8250.0,4197.0,52416.0,44053.0,0.5448,0.1886,0.0236,0.2149,0.0299,0.0204,Commonwealth University of Pennsylvania,PA,https://www.commonwealthu.edu/,1,0.5901981703856718
9201,68322.0,68322.0,15000.0,9000.0,2041.0,89363.0,76844.0,0.9513,0.0503,0.101,0.0131,0.1487,0.0039,Northwestern University,IL,www.northwestern.edu/,1,0.19520066628494093
9198,9299.0,12809.0,23250.0,8250.0,5469.0,55070.0,49564.0,0.6235,0.0992,0.0052,0.1989,0.031,0.0463,South Dakota State University,SD,https://www.sdstate.edu/,1,0.46909046888870953
9139,12097.0,12097.0,23666.0,8424.0,4424.0,84131.0,65391.0,0.2055,0.1986,0.0,0.0,0.0,0.0,Embry-Riddle Aeronautical University-Worldwide,FL,worldwide.erau.edu/,1,0.3619152482757566
9136,12762.0,12762.0,20834.0,8200.0,9814.0,42810.0,50657.0,,0.1353,0.0093,0.3647,0.0,0.0,Walden University,MN,https://www.waldenu.edu/,1,0.41127583552125074
9110,8090.0,14522.0,20500.0,9500.0,5133.0,42617.0,38944.0,0.554,0.0951,0.0058,0.1679,0.0301,0.3873,Arkansas State University,AR,www.astate.edu/,1,0.5263968775677896
9052,13135.0,20815.0,23250.0,8500.0,13224.0,46600.0,42269.0,0.5186,0.1169,0.0477,0.0971,0.0247,0.1518,University of Akron Main Campus,OH,www.uakron.edu/,1,0.550048498899903
9019,8229.0,19124.0,27250.0,11750.0,3735.0,50698.0,40065.0,0.4087,0.2062,0.0801,0.0545,0.063,0.1036,Morgan State University,MD,https://www.morgan.edu/,1,0.6801447647572695
9019,19974.0,37664.0,21000.0,9750.0,2145.0,84276.0,69591.0,0.7276,0.0585,0.3048,0.0,0.0,0.0052,New Jersey Institute of Technology,NJ,https://www.njit.edu/,1,0.3017631590291848
8973,71845.0,71845.0,21500.0,13275.0,1858.0,102491.0,88535.0,0.961,0.0,0.1722,0.0,0.24,0.0008,Columbia University in the City of New York,NY,www.columbia.edu/,1,0.24284181397187554
8969,12988.0,18510.0,21797.0,8305.0,6998.0,52131.0,44625.0,0.5057,0.2016,0.0413,0.2086,0.0713,0.0028,Cleveland State University,OH,www.csuohio.edu/,1,0.4884481792717087
8895,9642.0,19228.0,20909.0,7830.0,4292.0,58561.0,50011.0,0.6381,0.2372,0.0264,0.1324,0.0507,0.0197,University of Wisconsin-Eau Claire,WI,www.uwec.edu/,1,0.4180880206354602
8879,10116.0,19092.0,24929.0,9500.0,5196.0,49379.0,41307.0,0.5267,0.1046,0.0409,0.3282,0.0202,0.0,University of South Alabama,AL,www.southalabama.edu/,1,0.603505459123151
8877,11299.0,26874.0,27000.0,9500.0,4177.0,45411.0,36350.0,0.432,0.1521,0.0283,0.1514,0.0237,0.0336,Prairie View A & M University,TX,www.pvamu.edu/,1,0.7427785419532325
8818,65025.0,65025.0,19000.0,8000.0,2001.0,99980.0,86210.0,0.9517,0.2482,0.0759,0.0263,0.14,0.0123,University of Notre Dame,IN,www.nd.edu/,1,0.22039206588562812
8767,8640.0,18480.0,19218.0,8250.0,4805.0,56544.0,48773.0,0.4906,0.1065,0.0163,0.3189,0.0288,0.099,Texas Woman's University,TX,www.twu.edu/,1,0.3940294835257212
8750,12922.0,12922.0,20500.0,9250.0,5397.0,56346.0,46384.0,0.5697,0.1985,0.0382,0.1935,0.0251,0.0065,Southern Illinois University Edwardsville,IL,www.siue.edu/,1,0.441962745774405
8728,11128.0,23426.0,23409.0,9000.0,5542.0,49634.0,43144.0,0.5333,0.1921,0.0264,0.1397,0.0193,0.0061,Stephen F Austin State University,TX,https://www.sfasu.edu/,1,0.5425783422955683
8698,11376.0,15576.0,15650.0,5500.0,3991.0,48501.0,43759.0,0.5767,0.1698,0.06,0.0814,0.0407,0.0086,Tennessee Technological University,TN,www.tntech.edu/,1,0.3576407139102813
8697,10149.0,24336.0,20000.0,8597.0,3578.0,54659.0,45766.0,0.4693,0.1731,0.0628,0.1088,0.0689,0.0,University of Colorado Colorado Springs,CO,https://www.uccs.edu/,1,0.43700563737272213
8577,8090.0,20690.0,16600.0,10843.0,3136.0,59009.0,44282.0,0.498,0.1276,0.0247,0.0405,0.0847,0.1513,California State University-Bakersfield,CA,www.csub.edu/,1,0.37487015039971094
8572,5354.0,5354.0,5500.0,5500.0,716.0,35723.0,22417.0,0.5026,0.2213,0.0111,0.0103,0.0862,0.0047,University of Puerto Rico-Rio Piedras,PR,https://www.uprrp.edu/,1,0.24534951153142703
